id,titre,contenu,categorie,sous_type_cancer,stade,ligne,mots_cles,protocole,dosage,effets_secondaires,scenario,reference
CHC-LOCOREG-001,"Carcinome hépato-cellulaire — Traitements loco-régionaux (TACE, Ablation)","Les traitements loco-régionaux du CHC sont indiqués pour les stades BCLC 0-B (tumeurs limitées au foie, fonction hépatique Child-Pugh A-B). L'ablation percutanée (radiofréquence ou micro-ondes) est curative pour les tumeurs < 3 cm (BCLC 0 — Child-Pugh A). La chimio-embolisation artérielle (TACE) est le traitement de référence du stade intermédiaire (BCLC B) pour les tumeurs multi-nodulaires sans thrombose. La TACE DEB (Drug-Eluting Beads) permet une meilleure pénétration intratumorale. La radioembolisation (SIRT — Y90) est une alternative en cas de thrombose portale segmentaire.",traitement,hepato_cellulaire,localisé_intermédiaire,loco-régional,CHC|TACE|BCLC|radiofréquence|ablation|chimio-embolisation|DEB|Y90|SIRT|thrombose portale|Child-Pugh,BCLC 0 : ablation | BCLC A : ablation ou chirurgie | BCLC B : TACE-DEB,"TACE conventionnelle : Doxorubicine 50-75 mg/m² mélangée à Lipiodol, puis occlusion à la gélatine éponge. Répété q4-8 semaines selon réponse. TACE-DEB : microsphères chargées en Doxorubicine 100-150 mg (DC Bead ou Quadraspheres). Radiofréquence : électrode percutanée sous guidage TDM ou échographie. SIRT-Y90 : microsphères SIR-Spheres 3 GBq ou TheraSphereres (planification dosimétrique obligatoire).","Syndrome post-embolisation (fièvre, douleurs, nausées 2-7 jours — AINS + antiémétiques), insuffisance hépatique post-TACE (si réserve hépatique limite)","Mustapha, 61 ans, CHC sur cirrhose Child-Pugh A (5 points), 3 nodules 2-4 cm, pas de thrombose portale. BCLC stade B. Décision : TACE-DEB × 2 sessions espacées de 6 semaines. Bilan hépatique avant chaque session obligatoire. Syndrome post-embolisation J1-J3 → Paracétamol + Métoclopramide + Hydratation. TDM à 4 semaines : nécrose tumorale complète des 3 nodules.","Guide AMFROM 2024, Cancers Digestifs, Section III.G, p.136-138"
ORL-THYROIDE-001,Cancer thyroïdien différencié — Traitement post-chirurgical et iode radioactif,"Les cancers thyroïdiens différenciés (papillaire et vésiculaire) sont traités chirurgicalement (thyroïdectomie totale ± curage ganglionnaire). L'irathérapie (iode radioactif I-131) est administrée en post-opératoire selon les critères de risque (ATA ou ETA) pour détruire le tissu résiduel et les métastases iodo-fixantes. La Lévothyroxine est maintenue à doses supprimantes (TSH < 0,1 mUI/L) pour les stades à haut risque. En cas de cancer thyroïdien réfractaire à l'iode : le Lénvatinib (SELECT) ou le Sorafénib (DECISION) sont indiqués (AMM Maroc en attente pour cette indication).",traitement,thyroide,général,curatif,thyroïde|papillaire|vésiculaire|irathérapie|iode 131|Lévothyroxine|TSH supprimée|Lénvatinib|Sorafénib|SELECT|DECISION,Thyroïdectomie + Iode 131 (selon risque) + Lévothyroxine supprimante,"Iode 131 : 30-100 mCi (1110-3700 MBq) pour ablation résidu faible/intermédiaire risque. 100-200 mCi (3700-7400 MBq) pour métastases à distance ou haut risque. Arrêt Lévothyroxine 4-6 semaines avant irathérapie (TSH > 30 mUI/L) OU injection rhTSH (Thyrogen 0,9 mg IM J1-J2) si stimulation exogène. Lévothyroxine post-irathérapie : TSH cible 0,1-0,5 mUI/L (risque standard) ou < 0,1 mUI/L (haut risque). Réfractaire iode : Lénvatinib 24 mg/j ou Sorafénib 800 mg/j.","Irathérapie : sialadenite (bonbons acides J1), xérostomie (long terme si doses cumulées élevées), cytopénie transitoire. Lénvatinib : HTA, diarrhée, perte de poids","Nadia, 45 ans, carcinome papillaire thyroïdien T3N1bM0 (métastases ganglionnaires latérales). Thyroïdectomie totale + curage ganglionnaire central et latéral D. Irathérapie 100 mCi après stimulation rhTSH. Scintigraphie corps entier : fixation cervicale résiduelle. Lévothyroxine 150 µg/j (TSH cible < 0,1 mUI/L à 1 an). Thyroglobuline indétectable à 1 an.","Guide AMFROM 2024, Cancers ORL, Section V.C, p.187-190"
ORL-NASOPHARYNX-META-001,Cancer du nasopharynx métastatique — Chimiothérapie et immunothérapie,"Le carcinome indifférencié du nasopharynx (UCNT) métastatique ou récidivant bénéficie de la chimiothérapie à base de platine. En 1ère ligne métastatique : Gemcitabine + Cisplatine est supérieur au 5-FU + Cisplatine (étude KEYNOTE-122 dérivée de données asiatiques). L'addition du Pembrolizumab à la chimiothérapie (étude KEYNOTE-122) a montré un bénéfice en PFS pour les tumeurs PDL1+ (CPS ≥ 1). En 2ème ligne : les monothérapies (Taxanes, Capécitabine, Gemcitabine) offrent des réponses modestes. Le Camrélizumab (anti-PD-1) a montré un intérêt en Asie mais n'est pas encore disponible au Maroc.",traitement,cavum_UCNT,métastatique,1ère-2ème ligne,UCNT|nasopharynx métastatique|Gemcitabine|Cisplatine|Pembrolizumab|PDL1|CPS|2ème ligne|Taxanes,1L : Gemcitabine + Cisplatine ± Pembrolizumab | 2L : Taxane ou Capécitabine,"1ère ligne : Gemcitabine 1000 mg/m² J1,J8 + Cisplatine 80 mg/m² J1 q21j × 6 cycles ± Pembrolizumab 200 mg J1 q21j (si CPS ≥ 1). 2ème ligne : Docétaxel 75 mg/m² q21j OU Paclitaxel 80 mg/m² J1,J8,J15 q28j. Capécitabine 1250 mg/m² × 2/j J1-J14 q21j. Gemcitabine ± Carboplatine (réintroduction si intervalle ≥ 6 mois).","Myélosuppression, nausées/vomissements (Cisplatine — antiémétiques HEC obligatoires), neuropathie cumulative","Rachid, 44 ans, UCNT du cavum initialement stade III traité par RCC + chimiothérapie. Rechute métastatique pulmonaire et osseuse à 2 ans. EBV-ADN élevé. PDL1 CPS = 8. 1ère ligne métastatique : Gemcitabine + Cisplatine + Pembrolizumab × 6 cycles. Réponse partielle à 3 cycles. EBV-ADN plasmatique devenu indétectable à 4 mois.","Guide AMFROM 2024, Cancers ORL, Section V.A.2, p.177-178"
SARCOME-GIST-001,Tumeur stromale gastro-intestinale (GIST) — Imatinib et thérapies ciblées,"Les GIST sont des tumeurs mésenchymateuses du tube digestif exprimant le récepteur KIT (CD117) muté dans 80 % des cas, ou PDGFRA muté (10 %), ou sans mutation connue (10 %). L'Imatinib est le traitement médical de référence, ayant transformé le pronostic : les GIST avancés, autrefois incurables, ont désormais une médiane de survie > 5 ans. La durée de traitement adjuvant est de 3 ans pour les GIST à haut risque (Joensuu). Les mutations KIT exon 11 répondent mieux à l'Imatinib ; les mutations PDGFRA D842V sont résistantes à l'Imatinib mais sensibles à l'Avapritinib. En résistance à l'Imatinib : Sunitinib (2ème ligne) puis Régorafénib (3ème ligne).",traitement,GIST,localisé_et_métastatique,1ère-3ème ligne,GIST|Imatinib|KIT|PDGFRA|Sunitinib|Régorafénib|Avapritinib|D842V|exon 11|adjuvant 3 ans|Joensuu,Imatinib 400 mg/j (1L) | 800 mg/j si KIT exon 9 | Sunitinib (2L) | Régorafénib (3L),"Imatinib 400 mg/j PO avec nourriture en continu (mutations KIT exon 11). Imatinib 800 mg/j (2 × 400 mg) si mutation KIT exon 9 (moins sensible). Adjuvant haut risque : Imatinib 400 mg/j × 36 mois. 2ème ligne : Sunitinib 50 mg/j J1-J28 q42j OU 37,5 mg/j en continu. 3ème ligne : Régorafénib 160 mg/j J1-J21 q28j. PDGFRA D842V : Avapritinib 300 mg/j (hors AMM Maroc — essai compassionnel).","Imatinib : œdèmes (surtout périorbitaires), nausées, éruption cutanée, anémie. Sunitinib : HTA, syndrome main-pied, thyroïdite","Abderrazak, 58 ans, GIST gastrique 12 cm réséqué R0. Indice mitotique élevé (> 5/50 HPF). Mutation KIT exon 11 (del 557-558). Haut risque selon Joensuu. Adjuvant : Imatinib 400 mg/j × 36 mois. Œdèmes cheville grade 1 → réduction apport sodé. Tolérance globale bonne.","Guide AMFROM 2024, Sarcomes, Section VI.D, p.195-196"
TNE-001,Tumeurs neuroendocrines (TNE) bien différenciées — Traitement médical,"Les tumeurs neuroendocrines (TNE) bien différenciées (grades 1 et 2) ont une croissance lente et un pronostic variable. En maladie localisée : pas de traitement médical adjuvant recommandé. En maladie avancée non résécable : les analogues de la somatostatine (Octréotide LAR, Lanréotide Autogel) sont le traitement de 1ère ligne avec un effet antiprolifératif démontré (PROMID, CLARINET). Pour les TNE pancréatiques : l'Évérolimus (RADIANT-3) et le Sunitinib (SUN111) améliorent la survie sans progression. La chimiothérapie (Streptozocine + 5-FU/Doxorubicine ou Capécitabine + Temozolomide) est réservée aux TNE pancréatiques de haut grade ou progressives.",traitement,tumeurs_neuroendocrines,avancé,1ère-2ème ligne,TNE|neuroendocrine|Octréotide LAR|Lanréotide|PROMID|CLARINET|Évérolimus|Sunitinib|Capécitabine|Temozolomide|RADIANT-3,Octréotide LAR 30 mg IM q28j OU Lanréotide 120 mg SC q28j (1L) | Évérolimus ou Sunitinib (2L TNE pancréatiques),"Octréotide LAR : 30 mg IM profonde q28j en continu. Lanréotide Autogel : 120 mg SC profonde q28j en continu. Évérolimus (TNE pancréatiques, RADIANT-3) : 10 mg/j PO en continu. Sunitinib (TNE pancréatiques, SUN111) : 37,5 mg/j PO en continu. Capécitabine + Temozolomide (CAP-TEM) : Capécitabine 750 mg/m² × 2/j J1-J14 + Temozolomide 200 mg/m² J10-J14 q28j (TNE G2-G3 progressives).","Analogues somatostatine : lithiase biliaire (surveillance écho annuelle), diarrhée, stéatorrhée. Évérolimus : stomatite, pneumopathie, hyperglycémie","Samir, 55 ans, TNE iléale G2 (Ki67 = 8 %) avec métastases hépatiques multiples. Syndrome carcinoïde présent (flush, diarrhée). 5-HIAA urinaires élevés. 1ère ligne : Octréotide LAR 30 mg IM q28j. Contrôle syndrome carcinoïde obtenu. Stabilité tumorale à 12 mois. Cholécystite aiguë à 18 mois (complication biliaire) → cholécystectomie.","Guide AMFROM 2024, Cancers Digestifs, Section III.H, p.141-143"
MYELOME-001,Myélome multiple — Traitement d'induction et autogreffe (patient éligible),"Le myélome multiple est une hémopathie maligne des plasmocytes. Le bilan initial comprend : électrophorèse des protides sériques + immunofixation, protéinurie de Bence Jones, cytologie moelle osseuse, FISH sur plasmocytes (del17p, t(4;14), t(14;16)), IRM rachidienne et TEP-TDM. Chez les patients éligibles à l'autogreffe (< 70 ans, bon PS) : traitement d'induction (VRd ou DaraVRd × 4-6 cycles) → mobilisation CSH → autogreffe (conditionnement Melphalan HD) → maintenance par Lénalidomide. Chez les patients non éligibles : VRd ou DRd ou VMP en continu.",traitement,myelome_multiple,général,1ère ligne,myélome multiple|VRd|DaraVRd|Bortézomib|Lénalidomide|Dexaméthasone|autogreffe|Melphalan|FISH|del17p|maintenance,VRd × 4-6 cycles → autogreffe Melphalan HD → Lénalidomide maintenance,"VRd : Bortézomib 1,3 mg/m² SC J1,J4,J8,J11 + Lénalidomide 25 mg/j J1-J14 + Dexaméthasone 40 mg J1,J8,J15,J22 q21j × 4-6 cycles. DaraVRd : + Daratumumab 16 mg/kg IV J1,J8,J15 (cycles 1-3) puis J1 (cycles 4-6). Conditionnement autogreffe : Melphalan 200 mg/m² (ou 140 mg/m² si > 65 ans ou IRC). Maintenance Lénalidomide : 10-15 mg/j J1-J21 q28j jusqu'à progression ou toxicité.","Bortézomib : neuropathie périphérique (privilégier SC sur IV), thrombopénie. Lénalidomide : thrombose (anticoagulation prophylactique obligatoire), tératogène","Mustapha, 62 ans, myélome IgG kappa stade III (DS), del17p à la FISH (haut risque). DaraVRd × 6 cycles d'induction. Très bonne réponse partielle (VGPR). Mobilisation CSH + autogreffe Melphalan 200 mg/m². Maintenance Lénalidomide 15 mg/j. Thromboprophylaxie aspirine 75 mg/j.","Guide AMFROM 2024, Hémopathies Malignes, p.245-254"
SUPPORT-DOULEUR-001,Douleur cancéreuse — Protocole OMS et opioïdes,"La douleur est présente chez 50-70 % des patients atteints de cancer et nécessite une évaluation systématique (échelle EVA/EN) avant chaque traitement. L'OMS recommande une approche par paliers : Palier 1 : douleur légère (EVA 1-3) → Paracétamol ± AINS. Palier 2 : douleur modérée (EVA 4-6) → Tramadol, Codéine ou opioïdes faibles. Palier 3 : douleur sévère (EVA ≥ 7) → Morphine, Oxycodone, Fentanyl transdermique. La voie orale est privilégiée. La dose de secours (rescue) = 1/6 de la dose quotidienne totale. La constipation est un effet secondaire systématique → laxatif systématique dès le 1er opioïde.",soins_support,général,général,soins_support,douleur|OMS|morphine|opioïdes|EVA|Fentanyl transdermique|palier|rescue|constipation|rotation opioïdes|Oxycodone,Paliers OMS : Paracétamol → Tramadol → Morphine LP + rescue,Palier 1 : Paracétamol 1 g × 4/j ± Ibuprofène 400 mg × 3/j (si pas de CI). Palier 2 : Tramadol LP 100-200 mg × 2/j ou Codéine 30-60 mg × 4/j. Palier 3 initiation : Morphine LP 30 mg × 2/j + rescue Morphine IR 10 mg q4h si besoin. Réévaluation à 48-72h : doses rescue utilisées → ajuster LP. Fentanyl patch (si stable) : 25 µg/h q72h (conversion Morphine orale 90 mg/j → Fentanyl 25 µg/h). Laxatif systématique : Macrogol 10 g × 1-2/j ou Lactulose 15 ml × 2/j.,"Constipation (systématique), nausées (transitoires — Dompéridone), somnolence (s'adapte en 48-72h), rétention urinaire, confusion (sujets âgés)","Abdellatif, 70 ans, cancer prostate mCRPC avec douleurs osseuses EVA 7/10 malgré Paracétamol. Introduction Morphine LP 30 mg × 2/j + rescue Morphine IR 10 mg si besoin. Laxatif Macrogol 10 g/j systématique. J3 : 3 rescues utilisés → augmentation LP à 60 mg × 2/j. J7 : EVA 3/10, 0-1 rescue/j. Rotation vers Fentanyl patch 25 µg/h (patient stable).","Guide AMFROM 2024, Soins de Support, Section X.G, p.279-285"
SUPPORT-FATIGUE-001,Fatigue liée au cancer — Évaluation et prise en charge,"La fatigue liée au cancer (FLC) est le symptôme le plus fréquent et le plus invalidant chez les patients cancéreux (70-90 %). Elle est multifactorielle : anémie, toxicité des traitements, inflammation, troubles du sommeil, déconditionnement, dépression, hypothyroïdie. L'évaluation inclut l'échelle de Piper ou FACT-F, le bilan biologique (NFS, TSH, glycémie, vitamine D) et l'élimination des causes traitables. La prise en charge repose sur : activité physique adaptée (APA — preuve de grade A), gestion du sommeil, psycho-éducation, et traitement des causes identifiées. L'EPO/darbépoétine est indiquée si anémie symptomatique sous chimiothérapie (Hb < 10 g/dL).",soins_support,général,général,soins_support,fatigue|FLC|APA|activité physique|anémie|EPO|darbépoétine|FACT-F|Piper|TSH|sommeil|déconditionnement,APA + correction causes traitables (anémie → EPO si Hb < 10 g/dL sous chimio) + soutien psychologique,"Darbépoétine alfa : 500 µg SC q3 semaines (si Hb < 10 g/dL, anémie chimio-induite). OU Époétine alfa : 150 UI/kg SC 3×/semaine OU 40 000 UI SC hebdomadaire. Fer IV (si carence martiale associée) : Fer sucrose 200 mg IV × 5 jours ou Ferricarboxymaltose 1000 mg IV dose unique. Supplémentation vitamine D si déficit (objectif 25-OH-D3 > 30 ng/mL). APA : 30 min de marche rapide 5j/semaine + exercices de résistance 2j/semaine.","EPO : HTA (contrôle PA), thrombose (ne pas dépasser Hb 12 g/dL — contre-productif)","Leila, 55 ans, sous chimiothérapie pour cancer du sein. Fatigue EVA 8/10. NFS : Hb 8,2 g/dL, fer 7 µmol/L (carence martiale). TSH normale. Traitement : Ferricarboxymaltose 1000 mg IV + Darbépoétine 500 µg q3 semaines. APA prescrite (kinésithérapeute oncologique). À 6 semaines : Hb 10,5 g/dL, fatigue EVA 4/10.","Guide AMFROM 2024, Soins de Support, Section X.H, p.286-290"
SUPPORT-NUTRITION-001,Nutrition et dénutrition en oncologie — Évaluation et support nutritionnel,"La dénutrition touche 30-80 % des patients cancéreux selon la localisation (cancer des VADS, œsophage, pancréas, estomac les plus à risque). Elle est associée à une augmentation de la toxicité des traitements, une réduction de l'efficacité thérapeutique, et une mortalité accrue. L'évaluation du statut nutritionnel (NRI, MNA, perte de poids > 5 % en 1 mois) est systématique en RCP. La prise en charge comprend : conseils diététiques, compléments oraux hypercaloriques, nutrition entérale (sonde nasogastrique ou gastrostomie si déglutition impossible), ou nutrition parentérale (si voie entérale impossible). L'objectif est 30-35 kcal/kg/j et 1,5 g/kg/j de protéines.",soins_support,général,général,soins_support,dénutrition|nutrition|NRI|MNA|entérale|parentérale|compléments oraux|gastrostomie|mucite|VADS|pancréas|poids,Évaluation nutritionnelle avant chaque traitement + support selon grade dénutrition,"Compléments oraux hyperprotéinés : 2 briquettes/j (600-800 kcal + 30-40 g protéines). Nutrition entérale par SNG : 1500-2000 kcal/j (polymère standard 1 kcal/mL). Gastrostomie perendoscopique (GPE) si ORL/œsophage avec traitement long > 4-6 semaines. Nutrition parentérale : uniquement si tube digestif non fonctionnel. Apports cibles : énergie 30 kcal/kg/j, protéines 1,5 g/kg/j, hydratation 30-35 mL/kg/j.","SNG : inconfort, sinusite. GPE : infection stomie, saignement péri-ostomie. Parentérale : infections cathéter, déséquilibres électrolytiques","Rachid, 60 ans, carcinome épidermoïde de l'hypopharynx T3N2, prévu pour RCC 70 Gy. Poids à J0 : 68 kg, albuminémie 32 g/L (dénutrition modérée). Décision : gastrostomie GPE avant démarrage RT (prévention dénutrition pendant 7 semaines de traitement). Nutrition entérale nocturne 1500 kcal/j débutée J7 post-GPE.","Guide AMFROM 2024, Soins de Support, Section X.J, p.294-300"
SUPPORT-CORTICOIDES-001,Corticoïdes en oncologie — Indications et protocoles,"Les corticoïdes ont de multiples indications en oncologie : anti-tumoral direct (lymphomes, myélome), anti-œdémateux cérébral, antiémétique, stimulation de l'appétit, traitement des effets secondaires des immunothérapies. En cas de compression médullaire ou d'œdème cérébral par métastases : Dexaméthasone IV haute dose en urgence. Pour les toxicités immuno-médiées sous immunothérapie (grade 2-4) : Méthylprednisolone IV 1-2 mg/kg/j puis Prednisone PO décroissante. Les complications des corticoïdes à long terme (ostéoporose, diabète, infections) nécessitent une surveillance et une prévention.",soins_support,général,général,soins_support,corticoïdes|Dexaméthasone|Méthylprednisolone|Prednisone|compression médullaire|œdème cérébral|immunotoxicité|anti-tumoral|ostéoporose,Urgence neurologique : Dexaméthasone 16-20 mg IV | Immunotoxicité gr2-3 : Prednisone 1 mg/kg/j,"Compression médullaire/hypertension intracrânienne : Dexaméthasone 10-16 mg IV bolus puis 4-8 mg IV × 4/j + protection gastrique (IPP). Métastases cérébrales symptomatiques : Dexaméthasone 4-8 mg PO/IV × 2-3/j. Immunotoxicité grade 2 : Prednisone 0,5-1 mg/kg/j PO. Immunotoxicité grade 3-4 : Méthylprednisolone 1-2 mg/kg/j IV × 3 jours puis relais PO. Décroissance progressive sur 4-6 semaines minimales. Cotrimoxazole forte 3j/semaine si Prednisone > 20 mg/j × 4 semaines (prophylaxie Pneumocystis).","Hyperglycémie (surveillance glycémie), insomnie (éviter prise le soir), amyotrophie, ulcère gastrique (IPP obligatoire), infections opportunistes","Amina, sous Pembrolizumab pour cancer sein, consultation urgence : dyspnée + infiltrats bilatéraux. Pneumopathie immuno-médiée grade 3. Arrêt Pembrolizumab. Méthylprednisolone 1 mg/kg/j IV × 3 jours → amélioration progressive. Relais Prednisone 80 mg/j PO décroissant sur 6 semaines. IPP + cotrimoxazole forte prophylactique. TDM thoracique J14 : amélioration. Pembrolizumab définitivement arrêté (pneumopathie grade 3).","Guide AMFROM 2024, Soins de Support, Section X.F, p.279"
SUPPORT-MUCITE-001,Mucite orale chimio/radio-induite — Prévention et traitement,"La mucite orale est une inflammation douloureuse des muqueuses buccales survenant chez 40-60 % des patients sous chimiothérapie et jusqu'à 100 % sous RCC des cancers des VADS. La classification WHO distingue 4 grades de sévérité. La prévention comprend : bilan dentaire pré-traitement, bain de bouche au bicarbonate × 6/j, cryothérapie orale pendant la chimiothérapie. Le traitement curatif de la mucite : antifongiques prophylactiques (Fluconazole), analgésiques locaux (Xylocaïne visqueuse), alimentation mixée ou parentérale. Le Palifermin (keratinocyte growth factor) est utilisé en prévention avant autogreffe de CSH à forte dose.",effets_secondaires,général,général,soins_support,mucite|stomatite|bain de bouche|bicarbonate|Xylocaïne|Fluconazole|Palifermin|cryothérapie|VADS|RCC,Prévention : bain de bouche bicarbonate × 6/j + évaluation dentaire | Curatif : antifongiques + analgésiques locaux,"Prévention : Bicarbonate de sodium 1,4 % bain de bouche × 6/j dès J1 de CT ou RT. Cryothérapie orale : glaçons pendant la perfusion de 5-FU bolus ou Melphalan. Antifongique préventif (immunodéprimés) : Fluconazole 100-200 mg/j PO. Mucite grade 2-3 curative : Xylocaïne visqueuse 2 % 5 mL × 4-6/j (avant repas). + Bain de bouche Bicarbonate + Nystatin suspension 500 000 UI × 4/j. Morphine IV patient-controlled analgesia (PCA) si mucite grade 4 (alimentation impossible).","Anesthésie locale prolongée (Xylocaïne), risque d'ingestion accidentelle si anesthésie pharyngée","Hassan, 58 ans, carcinome du sinus piriform sous RCC 70 Gy. Semaine 5 : mucite grade 3 — alimentation impossible par voie orale. GPE déjà en place → nutrition entérale nocturne augmentée à 2000 kcal/j. Xylocaïne visqueuse avant soins de bouche. Morphine 20 mg/j per GPE. Amélioration grade 2 à 2 semaines post-RT.","Guide AMFROM 2024, Soins de Support, Section X.K, p.300-304"
SUPPORT-CARDIO-001,Cardiotoxicité des traitements anticancéreux — Surveillance et prévention,"La cardiotoxicité est un effet secondaire majeur de plusieurs classes thérapeutiques. Anthracyclines (Doxorubicine, Épirubicine) : cardiomyopathie dilatée dose-dépendante (dose cumulée max : Doxorubicine 450-550 mg/m², Épirubicine 900 mg/m²). Trastuzumab/Pertuzumab : dysfonction cardiaque réversible, liée à l'inhibition de la voie HER2 cardiaque (généralement récupération à l'arrêt). 5-FU/Capécitabine : spasme coronarien (surveillance ECG). Immunothérapies : myocardite immuno-médiée rare mais grave (mortalité 50 %). La surveillance FEVG est obligatoire : avant traitement, à 3-6 mois, puis tous les 6 mois.",soins_support,général,général,soins_support,cardiotoxicité|FEVG|anthracyclines|Trastuzumab|5-FU|myocardite|immuno-médiée|écho-cardiographie|dose cumulée|Doxorubicine|HER2 cardiaque,FEVG avant traitement puis tous les 3-6 mois | Arrêt si baisse FEVG > 10 points ou FEVG < 50 %,"Seuil d'arrêt : FEVG < 50 % OU baisse > 10 points par rapport à la valeur baseline. Dexrazoxane (cardioprotecteur) : 10 × dose Doxorubicine, administré 30 min avant si dose cumulée Doxorubicine > 300 mg/m² (prévention cardiomyopathie tardive). Myocardite sous immunothérapie (urgence) : arrêt immunothérapie + Méthylprednisolone 1-2 mg/kg/j IV + Cyclosporine si réfractaire + cardiologie urgente. Spasme coronarien sous 5-FU : arrêt 5-FU + Dérivés nitrés + Diltiazem.","Myocardite (immunothérapie 0,1-1 %, mortalité élevée), cardiomyopathie dilatée (anthracyclines tardive), syndrome coronarien (5-FU 1-2 %)","Samira, 50 ans, sous R-CHOP pour DLBCL (Doxorubicine 50 mg/m² × 6 cycles = cumul 300 mg/m²). FEVG baseline 65 %. À 3 mois cycle 4 : FEVG 52 % (chute 13 points). Pause Doxorubicine. Mise en route IEC + bêtabloquant. FEVG à 3 mois : 58 % (récupération partielle). Arrêt définitif Doxorubicine — schéma R-CVP × 2 cycles restants.","Guide AMFROM 2024, Soins de Support, Section X.C, p.271-273"
DIAG-BIOPSIE-LIQUIDE-001,Biopsie liquide — ADN tumoral circulant et cellules tumorales circulantes,"La biopsie liquide désigne l'analyse de matériel tumoral dans le sang périphérique : ADN tumoral circulant (ctDNA), ARN cellulaire libre, cellules tumorales circulantes (CTC). Ses applications cliniques croissantes en oncologie : Détection des mutations de résistance (EGFR T790M post-ITK), suivi de la réponse thérapeutique (ctDNA marker de MRD), diagnostic de rechute précoce avant l'imagerie, bilan moléculaire si tissu tumoral insuffisant. Techniques utilisées : ddPCR (droplet digital PCR) pour mutations ciblées, NGS en panel ou séquençage complet du génome tumoral circulant. Limites : sensibilité moindre pour petites tumeurs ou localisations cérébrales.",diagnostic,général,général,diagnostic,biopsie liquide|ctDNA|ADN circulant|CTC|ddPCR|NGS|EGFR T790M|MRD|résistance|suivi moléculaire,Biopsie liquide — ctDNA par ddPCR ou NGS panel large,N/A — Bilan diagnostique/moléculaire,N/A,"Fatima, CPNPC EGFR exon 19 del sous Erlotinib depuis 14 mois. Légère progression ganglionnaire. Biopsie tissu trop risquée (adénopathie médiastinale). Biopsie liquide ctDNA : EGFR T790M détecté (42 % allèle). Decision switch vers Osimertinib 80 mg/j. Biopsie liquide de contrôle à 3 mois : T790M indétectable (bonne réponse).","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.153-154"
DIAG-PD-L1-001,Expression PDL1 — Tests et interprétation en oncologie,"L'expression de PD-L1 (Programmed Death-Ligand 1) est un biomarqueur prédictif de réponse à l'immunothérapie anti-PD-1/PD-L1. Deux scores sont utilisés selon l'indication : TPS (Tumor Proportion Score) : % de cellules tumorales PD-L1+ → utilisé dans le CPNPC (Pembrolizumab : TPS ≥ 50 % pour monothérapie). CPS (Combined Positive Score) : cellules tumorales + immunitaires PD-L1+ → utilisé dans les cancers du col, estomac, TNBC. IC (Immune Cell score) : uniquement les cellules immunitaires → utilisé dans le cancer de la vessie (Atézolizumab). Le test PDL1 est réalisé par immunohistochimie sur biopsie fraîche ou incluse en paraffine.",diagnostic,général,général,diagnostic,PDL1|TPS|CPS|IC|immunohistochimie|PD-1|immunothérapie|biomarqueur|Pembrolizumab|Atézolizumab|CPNPC|col utérin,Test PDL1 IHC — TPS pour CPNPC | CPS pour col/estomac/TNBC | IC pour vessie,N/A — Test diagnostique/prédictif,N/A,"Youssef, adénocarcinome pulmonaire stade IV. NGS : pas d'EGFR/ALK/ROS1. PDL1 IHC 22C3 : TPS = 65 % (haute expression). Décision : Pembrolizumab monothérapie (KEYNOTE-024). Réponse partielle à 3 mois. TDM q3 mois. Thyroïdite à 6 mois → Lévothyroxine.","Guide AMFROM 2024, Cancers Pulmonaires + Gynécologiques, p.153-154"
DIAG-MSI-001,Instabilité des microsatellites (MSI-H/dMMR) — Testing et implications thérapeutiques,"L'instabilité des microsatellites (MSI-H) ou le déficit du système de réparation des mésappariements (dMMR) est un biomarqueur pan-tumoral de réponse à l'immunothérapie. La détection se fait par PCR (MSI) ou immunohistochimie (dMMR — perte d'expression MLH1, MSH2, MSH6 ou PMS2). Ces deux techniques sont complémentaires. Le Pembrolizumab est approuvé de manière agnostique (tumor-agnostic) par la FDA pour tous les tumeurs MSI-H/dMMR non résécables ou métastatiques après progression sous traitements standards. La prévalence est variable : 15-20 % en CCR localisé, 4 % en CCR métastatique, 30 % en endomètre, < 5 % dans les autres tumeurs.",diagnostic,général,général,diagnostic,MSI-H|dMMR|microsatellites|MLH1|MSH2|PMS2|tumor-agnostic|Pembrolizumab|PCR|IHC|colorectal|endomètre,Testing MSI par PCR + dMMR par IHC sur tissu tumoral,N/A — Test diagnostique/prédictif,N/A,"Mohammed, 48 ans, adénocarcinome de l'estomac stade IV réfractaire aux 2 premières lignes. Biopsie métastase hépatique : dMMR (perte MLH1 et PMS2 en IHC). MSI-H confirmé par PCR. 3ème ligne agnostique : Pembrolizumab 200 mg q21j. Réponse partielle complète à 4 mois — patient encore en traitement à 12 mois.","Guide AMFROM 2024, Cancers Digestifs + Gynécologiques, p.83-91"
